date,close,high,low,open,volume,btc_close,label
1424368800,0.00118338,0.00118887,0.00117239,0.0011822,4.15687309,225.0,0.00120187
1424376000,0.00117405,0.00118999,0.00115931,0.00117888,2.02739414,244.0,0.00123636
1424383200,0.00117957,0.0012999,0.0011519,0.00116899,30.00101605,244.0,0.00126699
1424390400,0.00117899,0.00120533,0.00117251,0.001184,0.48226166,244.0,0.00122607
1424397600,0.00119621,0.0012121,0.00115189,0.00117251,5.51926018,244.0,0.00123108
1424404800,0.00119884,0.00123858,0.00118113,0.00118602,3.44383339,244.0,0.00121212
1424412000,0.00118773,0.00119884,0.00118281,0.00119569,3.73587657,240.25011568,0.00123291
1424419200,0.0011854,0.00119438,0.00117747,0.00118869,6.81940735,245.0,0.00122295
1424426400,0.00115695,0.00119079,0.00113291,0.0011854,10.39002946,240.25,0.00122279
1424433600,0.00116947,0.00116973,0.00113291,0.00115695,8.44054562,240.25,0.00123484
1424440800,0.00122777,0.0012326,0.00113741,0.00115953,11.06798922,240.25,0.00124499
1424448000,0.00122323,0.00123214,0.00120695,0.00122342,6.45964919,240.25,0.0012418
1424455200,0.00120187,0.00122499,0.00119299,0.00121746,4.54456424,240.25,0.00123898
1424462400,0.00123636,0.00124999,0.00119301,0.00120187,7.81846866,240.25,0.00125001
1424469600,0.00126699,0.00127499,0.00123618,0.0012498,8.44545102,240.25,0.00124789
1424476800,0.00122607,0.00126381,0.00121475,0.0012638,7.57637841,240.25,0.00125
1424484000,0.00123108,0.00123271,0.00121002,0.00121121,2.55152053,240.25,0.00123567
1424491200,0.00121212,0.00123683,0.00120814,0.00123283,2.76110146,240.25,0.00124081
1424498400,0.00123291,0.00123682,0.00121001,0.00121001,1.95411375,240.25,0.00123997
1424505600,0.00122295,0.00123682,0.0012202,0.00123298,1.70384853,240.25,0.00122858
1424512800,0.00122279,0.00123088,0.0012081,0.00121502,3.52783009,240.25,0.0011794
1424520000,0.00123484,0.0012766,0.00121018,0.00121649,9.47265366,240.25,0.00116252
1424527200,0.00124499,0.001245,0.00122863,0.00123485,0.87689709,240.25,0.00116323
1424534400,0.0012418,0.00125498,0.00123186,0.00123213,0.68176843,240.25,0.001139
1424541600,0.00123898,0.00124381,0.00123032,0.00124381,1.01276797,245.0,0.00112744
1424548800,0.00125001,0.001252,0.00123034,0.00123998,5.83735966,245.0,0.00114797
1424556000,0.00124789,0.00125498,0.00123403,0.00125001,7.35697877,245.0,0.00134496
1424563200,0.00125,0.00125,0.00123507,0.00124789,6.02941344,245.0,0.00134969
1424570400,0.00123567,0.00124999,0.00123567,0.00124198,2.58636924,249.0,0.00141705
1424577600,0.00124081,0.00125,0.0012303,0.00123567,8.02051035,249.0,0.00132541
1424584800,0.00123997,0.00123998,0.00122996,0.00123035,0.404594,249.0,0.00140498
1424592000,0.00122858,0.00123997,0.00122858,0.00123498,1.16706227,245.0,0.00140619
1424599200,0.0011794,0.00123382,0.0011517,0.00122227,20.20637894,245.0,0.00139
1424606400,0.00116252,0.00119508,0.00115666,0.0011846,5.05819256,245.0,0.00144619
1424613600,0.00116323,0.00116822,0.00115507,0.00116822,0.62711697,244.0,0.0013598
1424620800,0.001139,0.00116168,0.00112213,0.00115501,10.81591682,244.0,0.00139912
1424628000,0.00112744,0.001136,0.00112284,0.00112967,0.77259626,235.5,0.001503
1424635200,0.00114797,0.001148,0.0011225,0.00112744,8.61827344,235.001,0.00147273
1424642400,0.00134496,0.00135098,0.00114797,0.00114797,36.25312866,235.0,0.00162
1424649600,0.00134969,0.0014,0.00130694,0.00134497,52.83770186,235.001,0.00161375
1424656800,0.00141705,0.001482,0.00135083,0.00136741,36.85289222,235.0,0.001595
1424664000,0.00132541,0.00145299,0.00127556,0.00145299,16.61524542,235.0,0.0015
1424671200,0.00140498,0.00140498,0.00132091,0.00132108,23.07722622,235.00002596,0.00147671
1424678400,0.00140619,0.001425,0.00139006,0.00139064,10.42352267,235.00002596,0.0014998
1424685600,0.00139,0.00140619,0.00138,0.0014014,10.75712928,235.00002596,0.00150595
1424692800,0.00144619,0.00146354,0.00138023,0.00138518,25.33536886,235.00002596,0.00151596
1424700000,0.0013598,0.00147,0.001251,0.00146152,67.82449324,235.00002596,0.00151563
1424707200,0.00139912,0.001415,0.00133998,0.0013598,17.33334914,235.00002596,0.00151259
1424714400,0.001503,0.00150405,0.00139004,0.0014,31.37770702,235.00002596,0.0014923
1424721600,0.00147273,0.0015,0.001411,0.00149841,11.16132766,235.00002596,0.001418
1424728800,0.00162,0.00162001,0.00140264,0.00146752,42.47021099,235.0,0.00139999
1424736000,0.00161375,0.001648,0.00151,0.00162,62.05200031,235.0,0.001465
1424743200,0.001595,0.00164862,0.001477,0.00160424,30.78438236,235.0,0.00147589
1424750400,0.0015,0.001595,0.00145,0.00159334,22.89013351,235.0,0.00147647
1424757600,0.00147671,0.00150983,0.00146001,0.00147301,5.85544651,235.0,0.0014642
1424764800,0.0014998,0.00153189,0.00148028,0.00148028,11.56519462,235.0,0.00139499
1424772000,0.00150595,0.00152843,0.001489,0.0014998,7.63384843,235.0,0.00138001
1424779200,0.00151596,0.00168999,0.00149343,0.00151265,42.24746153,238.00003776,0.0014
1424786400,0.00151563,0.00153999,0.001489,0.00149503,11.48857374,238.00003776,0.0014
1424793600,0.00151259,0.001564,0.00145101,0.00152449,27.83144158,238.00003776,0.00135171
1424800800,0.0014923,0.00151766,0.00147978,0.0015063,5.61418478,238.00003776,0.00140622
1424808000,0.001418,0.00149195,0.0014,0.00148622,29.07122216,238.00003776,0.00152491
1424815200,0.00139999,0.00146699,0.00139204,0.00140806,8.04070798,239.75,0.00156036
1424822400,0.001465,0.0014759,0.00138035,0.00139014,11.776393,239.75,0.00153995
1424829600,0.00147589,0.0014759,0.0014415,0.00146975,2.64489342,239.75,0.00148623
1424836800,0.00147647,0.00147998,0.00144,0.0014759,2.21484727,239.75,0.00148506
1424844000,0.0014642,0.00147699,0.00146009,0.00147699,0.70925432,239.75,0.00147358
1424851200,0.00139499,0.0014642,0.00137492,0.0014601,7.71332613,239.75,0.00146805
1424858400,0.00138001,0.00139989,0.00138001,0.00139448,0.66235032,237.75,0.0014708
1424865600,0.0014,0.0014,0.00137491,0.00138005,5.35523776,237.75,0.00146944
1424872800,0.0014,0.0014,0.00138052,0.00139902,4.84200269,237.75,0.00148354
1424880000,0.00135171,0.00141,0.00135171,0.00139971,4.3403652,237.75,0.00147012
1424887200,0.00140622,0.00141087,0.00135,0.00136117,12.29544475,237.75,0.00153494
1424894400,0.00152491,0.001589,0.00139231,0.00139235,44.34968565,237.75,0.00155
1424901600,0.00156036,0.001579,0.0015003,0.00151904,13.00935552,237.75,0.00152002
1424908800,0.00153995,0.00156038,0.0015,0.00154611,33.44532167,237.75,0.00155119
